#name	chrom	strand	txStart	txEnd	exonEnds	exonStarts
CSMD3	chr8	-	113235157	114449328	113237159,113241120,113243861,113246706,113249577,113254014,113256802,113259360,113266555,113267656,113276041,113277819,113293579,113299475,113301767,113303924,113304939,113308235,113314195,113317144,113318421,113323395,113326281,113326846,113331179,113332210,113347703,113349058,113349960,113353915,113358442,113363473,113364763,113392685,113395892,113403017,113418956,113420642,113421261,113484936,113504912,113516206,113519058,113529454,113563102,113564949,113569183,113585886,113599464,113649234,113651140,113657454,113662578,113668570,113678644,113694865,113697961,113702279,113812503,113842018,113871495,113933980,113960106,113966990,113988377,114031408,114111192,114186145,114290933,114327022,	113240985,113243774,113246594,113249419,113253949,113256623,113259249,113266482,113267483,113275868,113277640,113293403,113299293,113301594,113303739,113304766,113308062,113314022,113316950,113318236,113323207,113326135,113326658,113331066,113332130,113347558,113348881,113349772,113353706,113358326,113363404,113364645,113392581,113395796,113402893,113418753,113420547,113421148,113484820,113504718,113516019,113518920,113529263,113562900,113564823,113568992,113585730,113599295,113649046,113650925,113657338,113662390,113668383,113678506,113694671,113697635,113702097,113812391,113841915,113871374,113933856,113960019,113966913,113988066,114031296,114110985,114185951,114290821,114326800,114448906,
SAMD12	chr8	-	119201698	119634184	119209971,119391939,119452200,119593132,	119391799,119452071,119592954,119634043,
ENPP2	chr8	-	120569326	120651070	120569931,120575253,120577195,120580492,120581610,120583081,120592407,120594842,120596044,120596289,120598553,120599315,120602870,120606100,120608242,120612990,120613702,120620217,120628624,120629483,120629803,120631544,120633759,120638960,120650767,	120575097,120577063,120580415,120581475,120582945,120592356,120594658,120595957,120596202,120598426,120599284,120602745,120605992,120608087,120612918,120613637,120620162,120628505,120629404,120629706,120631484,120633634,120638805,120650665,120650988,
SNTB1	chr8	-	121547985	121825513	121551209,121554240,121561198,121587465,121644891,121706148,121824309,	121554050,121561002,121587326,121644684,121705932,121823513,121825325,
ASAP1	chr8	-	131065088	131455906	131067051,131070322,131073315,131088652,131092217,131104389,131124568,131127981,131128991,131129241,131130492,131130921,131136350,131138335,131140336,131146590,131149284,131165051,131172210,131179868,131181313,131191595,131193126,131199531,131200429,131226947,131249240,131370389,131414216,	131070200,131072825,131088594,131092148,131104219,131124340,131127874,131128924,131129126,131130407,131130735,131136259,131138202,131140173,131146542,131149197,131164982,131172110,131179782,131181238,131191510,131192997,131199482,131200355,131226802,131249168,131370263,131414131,131455706,
KCNQ3	chr8	-	133133108	133493200	133142243,133144511,133146635,133150263,133152425,133153578,133175741,133182675,133184940,133186596,133187855,133192576,133196614,133198428,	133144427,133146537,133150132,133152323,133153376,133175715,133182581,133184845,133186486,133187700,133192404,133196488,133198338,133492394,
FAM135B	chr8	-	139142266	139509065	139145041,139149503,139151339,139153592,139155352,139158293,139160929,139165459,139180292,139189663,139190933,139207550,139209912,139255311,139263257,139269002,139278085,139323163,139380245,	139149390,139151229,139153441,139155255,139158202,139160763,139163437,139180138,139189590,139190778,139207501,139209759,139255185,139263084,139268932,139277946,139323084,139380150,139508914,
AGO2	chr8	-	141530255	141645718	141542251,141542714,141545668,141549553,141551457,141554402,141557726,141559397,141561535,141566117,141566385,141567335,141568671,141569628,141570609,141572733,141583031,141595410,	141542515,141545567,141549419,141551263,141554312,141557567,141559213,141561402,141565995,141566266,141567188,141568584,141569494,141570473,141572552,141582911,141595218,141645584,
LRRC24	chr8	-	145747761	145752402	145748793,145749662,145750103,145750417,	145749494,145749825,145750200,145752344,
C8orf82	chr8	-	145751117	145754516	145753171,145753456,	145753408,145754145,
FBXO25	chr8	+	356955	427967	357066,363213,381444,382935,385707,400083,401453,408551,413150,417746,	363073,381341,382886,385615,399990,401269,408369,413007,417720,418715,
ERICH1	chr8	-	614200	681239	614676,618792,624047,642612,666007,	618598,623289,642478,665861,681140,
DLGAP2	chr8	+	1449532	1656642	1449597,1497849,1514060,1575053,1581212,1616844,1617950,1624784,1626795,1639792,1645465,	1496792,1513849,1574906,1580993,1616495,1617909,1624699,1626380,1639701,1645313,1649354,
ARHGEF10	chr8	+	1772142	1906799	1772279,1791602,1806281,1808350,1812602,1814768,1817416,1824900,1828330,1830915,1833873,1841812,1842738,1844615,1846691,1851617,1853882,1857636,1871245,1871761,1872040,1873570,1874629,1876816,1877609,1882108,1893821,1900993,	1791519,1806126,1808063,1812539,1814692,1817360,1824737,1828214,1830801,1833767,1841735,1842559,1844499,1846599,1851447,1853737,1857461,1871130,1871634,1871940,1873449,1874543,1876593,1877452,1881966,1893647,1900871,1904915,
XKR5	chr8	-	6666038	6693166	6669860,6673377,6673440,6679560,6681252,6682871,6690422,	6673328,6673379,6679391,6681043,6682687,6690239,6692958,
MFHAS1	chr8	-	8640864	8751155	8643565,8655001,	8654875,8747571,
MSRA	chr8	+	9911778	10286401	9912168,10065411,10102733,10159148,10177499,	10065343,10102614,10159044,10177393,10285658,
CTD-2135J3.4	chr8	-	10582909	10697357	10584176,10683754,10689253,10690494,10692285,	10683662,10689175,10690402,10692176,10697248,
XKR6	chr8	-	10754033	11058875	10756426,10782340,	10782144,11058085,
BLK	chr8	+	11351510	11422113	11352100,11400856,11403612,11405634,11406631,11407771,11412398,11412993,11414346,11415547,11418961,11420619,	11400733,11403561,11405541,11406533,11407668,11412252,11412841,11414167,11415471,11418811,11420488,11421412,
FDFT1	chr8	+	11653082	11696813	11653520,11660440,11666400,11667359,11679387,11683724,11687929,11689179,	11660268,11666303,11667176,11679259,11683533,11687753,11689027,11695897,
RP11-1236K1.1	chr8	-	11921898	11929256	11922079,	11929199,
KIAA1456	chr8	+	12803186	12887286	12803475,12848540,12863865,12870366,	12848343,12863711,12870193,12878517,
DLC1	chr8	-	12940870	13372395	12943440,12943972,12946213,12947979,12948941,12950334,12952466,12952754,12956084,12958279,12960362,12968332,12973166,13162811,13251202,13259128,13357705,	12943799,12945996,12947761,12948827,12950121,12952268,12952595,12955908,12956856,12960299,12968251,12973095,13162778,13251062,13258979,13356558,13372111,
TUSC3	chr8	+	15397792	15621968	15398077,15480758,15508323,15517156,15519805,15531345,15588238,15601121,15605974,15615364,	15480589,15508206,15517016,15519665,15531256,15588175,15601047,15605884,15615300,15621712,
MSR1	chr8	-	15966940	16050224	15967727,15978115,16001120,16007820,16012653,16021760,16026379,16032809,16035501,	15977927,16001067,16007740,16012573,16021574,16025967,16032696,16035395,16050107,
MICU3	chr8	+	16884747	16980153	16885169,16921746,16927228,16935370,16939249,16942827,16944544,16948093,16956062,16962000,16963093,16971710,16974109,16976284,	16921593,16927197,16935292,16939202,16942745,16944473,16948055,16955967,16961900,16962922,16971602,16973952,16976216,16977797,
ZDHHC2	chr8	+	17013538	17082308	17014362,17042324,17043934,17053133,17055160,17055922,17063284,17065601,17067567,17067989,17072858,17074755,	17042298,17043840,17053013,17055091,17055890,17063164,17065469,17067441,17067897,17072746,17074681,17077765,
MTMR7	chr8	-	17155539	17270836	17157733,17159789,17162028,17163466,17166835,17169145,17170910,17188791,17199006,17206590,17218783,17228708,17230749,	17159663,17161888,17163266,17166786,17169020,17170801,17188659,17198872,17206462,17218626,17228546,17230627,17270778,
MTUS1	chr8	-	17501313	17579730	17503648,17504588,17507471,17510790,17511007,17512175,17513574,17532761,17542051,17570761,17573410,	17504491,17507355,17510695,17510934,17512070,17513372,17532695,17541837,17570723,17573276,17579221,
PSD3	chr8	-	18388220	18666386	18393468,18413862,18430182,18432795,18457944,18490316,18513195,18623048,18656863,18658892,18662112,18662408,	18413719,18430038,18432638,18457874,18490123,18513152,18622959,18656805,18658780,18662032,18662214,18666265,
CSGALNACT1	chr8	-	19261672	19460006	19263580,19266205,19276261,19278029,19297442,19316153,19363641,19448789,19459376,	19266124,19276167,19277851,19297341,19315937,19362712,19448671,19459282,19459503,
GFRA2	chr8	-	21547915	21646322	21550912,21552029,21560489,21562637,21563553,21608454,21632567,21640411,	21551976,21560317,21562497,21563444,21608100,21632484,21640097,21645632,
NPM2	chr8	+	21881636	21894374	21881768,21882817,21883032,21883283,21890734,21891786,21892055,21894037,	21882235,21882947,21883158,21890641,21891620,21892021,21894004,21894149,
PIWIL2	chr8	+	22132810	22215076	22132911,22137097,22138720,22139028,22140753,22141785,22145158,22146179,22147440,22147859,22161722,22162381,22163529,22165586,22167587,22168813,22171942,22172658,22173846,22175788,22210725,22211891,	22136854,22138633,22138890,22140547,22141675,22145041,22146055,22147360,22147746,22161534,22162297,22163440,22165446,22167474,22168625,22171841,22172542,22173758,22175683,22210472,22211784,22212862,
SORBS3	chr8	+	22409208	22433301	22409535,22412121,22412493,22414421,22415705,22418886,22419444,22421590,22421882,22422034,22422867,22423385,22423997,22424226,22424381,22424688,22426786,22428734,22429334,22429959,	22411965,22412376,22414228,22415642,22418848,22419378,22421500,22421796,22421981,22422781,22423339,22423858,22424174,22424335,22424574,22426661,22428423,22429231,22429853,22432180,
PEBP4	chr8	-	22570764	22785421	22571049,22582469,22584733,22675248,22777823,22785233,	22582356,22584688,22675150,22777697,22785097,22785336,
LOXL2	chr8	-	23154702	23261753	23155635,23156460,23159676,23160910,23167424,23174627,23177565,23179794,23186078,23191136,23198716,23217778,23225947,	23156349,23159540,23160795,23167181,23174462,23177398,23179643,23185895,23190914,23198505,23217603,23225510,23261467,
ADAMDEC1	chr8	+	24241798	24263526	24242105,24249893,24250851,24251660,24253309,24254969,24255258,24256064,24256553,24256987,24257813,24259605,24261601,	24249775,24250775,24251582,24253233,24254783,24255196,24255993,24256387,24256906,24257683,24259428,24261516,24262805,
NEFM	chr8	+	24770525	24776606	24772386,24773242,	24773118,24774574,
KCTD9	chr8	-	25285363	25315983	25287489,25290153,25290951,25293028,25293846,25294001,25296923,25297180,25298189,25301851,25303766,	25290020,25290846,25292879,25293751,25293934,25296795,25297122,25298093,25301808,25303645,25315715,
EBF2	chr8	-	25699246	25902913	25702156,25708277,25716020,25718742,25718890,25720313,25744397,25745488,25747385,25766071,25890669,25897617,25898187,25898518,25899767,	25708110,25715835,25718565,25718825,25720225,25744271,25745358,25747268,25765990,25890601,25897544,25898132,25898455,25899611,25902245,
DPYSL2	chr8	+	26435359	26515694	26435809,26439573,26441499,26481823,26484194,26484811,26485456,26492416,26501111,26501607,26505316,26509952,26510913,	26439485,26441315,26481659,26484133,26484731,26485388,26492296,26500955,26501466,26505146,26509773,26510748,26513131,
EPHX2	chr8	+	27348296	27403081	27348826,27358527,27361280,27362663,27364511,27369427,27373330,27373915,27375589,27378426,27380025,27382990,27394372,27396209,27398173,27399059,27401346,27401761,	27358443,27361121,27362473,27364389,27369353,27373235,27373837,27375555,27378400,27379940,27382879,27394301,27396176,27398071,27398990,27401266,27401703,27401961,
SCARA3	chr8	+	27491698	27530537	27491724,27507317,27509144,27514397,27517056,	27507219,27509025,27514299,27516013,27528417,
ESCO2	chr8	+	27631903	27662833	27632124,27633084,27634686,27637784,27641574,27645519,27646495,27649569,27650328,27657233,	27633016,27633879,27637691,27641517,27645402,27646364,27649480,27650185,27657058,27660823,
SCARA5	chr8	-	27727399	27850244	27729587,27737283,27762351,27764763,27767260,27779762,27824059,27845147,	27737086,27762295,27764665,27767180,27779088,27823931,27845021,27849774,
NUGGC	chr8	-	27879481	27941388	27880979,27884569,27886919,27887935,27888898,27891214,27898732,27903177,27905129,27913571,27915793,27918118,27922248,27925261,27925955,27927169,27927873,27931973,	27884479,27886783,27887827,27888760,27891057,27898568,27903044,27905024,27913482,27915775,27917943,27922039,27925031,27925733,27927061,27927769,27931885,27941292,
PNOC	chr8	+	28174649	28200872	28174833,28186800,28197008,	28186652,28196557,28200459,
EXTL3	chr8	+	28558844	28611204	28559176,28571067,28575724,28588867,28595180,28600731,	28570974,28573102,28588740,28595036,28600603,28608174,
INTS9	chr8	-	28625178	28747481	28625839,28627543,28628597,28633443,28635470,28638511,28645406,28651504,28654172,28669978,28671129,28692895,28695293,28704326,28707790,28717080,	28627406,28628499,28633276,28635346,28638340,28645346,28651324,28654061,28669844,28671009,28692809,28695154,28704264,28707730,28716953,28747391,
HMBOX1	chr8	+	28747911	28910251	28748195,28821407,28828036,28837673,28866699,28876430,28902960,28904970,28906565,	28821328,28827560,28837588,28866589,28876277,28902878,28904875,28906471,28908535,
KIF13B	chr8	-	28924796	29120590	28928283,28929833,28932860,28950395,28956758,28965709,28967028,28967587,28971072,28974524,28976509,28980163,28981009,28981640,28984028,28984785,28988182,28989982,28991727,28997708,28998134,28999820,29004057,29005119,29006284,29007900,29013373,29018384,29023289,29025102,29033696,29035095,29037755,29039523,29043989,29046124,29048574,29053716,29102956,	28929137,28932798,28950262,28956650,28965656,28966951,28967435,28970980,28974348,28976385,28980108,28980883,28981541,28983999,28984639,28988050,28989825,28991557,28997580,28997985,28999674,29003895,29004909,29006094,29007814,29013243,29018250,29023179,29024890,29033585,29034983,29037621,29039436,29043809,29046032,29048514,29053704,29102863,29120497,
DCTN6	chr8	+	30013813	30041156	30013922,30021691,30032706,30034730,30036971,30038146,	30021627,30032601,30034642,30036924,30038004,30040591,
GSR	chr8	-	30535578	30585443	30537186,30538554,30539578,30541716,30546836,30550572,30553996,30557652,30560757,30565658,30567419,30569605,	30538421,30539447,30541605,30546678,30550486,30553897,30557598,30560610,30565589,30567331,30569579,30585047,
